 shampoo, hand soap, waffles, vegetables, cheeses, mixes, milk, sandwich bags, laundry detergent, dishwashing liquid/detergent, waffles, individual meals, hand soap, vegetables, individual meals, yogurt, cereals, shampoo, vegetables, aluminum foil
 juice, bagels, shampoo, soda, cheeses, sandwich loaves, mixes, pork, beef, yogurt, spaghetti sauce, ,,,,,,,,
 shampoo, vegetables, sandwich loaves, sandwich loaves, tortillas, cereals, mixes, dishwashing liquid/detergent, sandwich loaves, ,,,,,,,,,,
 all- purpose, paper towels, toilet paper, juice, pasta, ,,,,,,,,,,,,,,
 coffee/tea, vegetables, ketchup, shampoo, sandwich bags, cereals, milk, butter, butter, laundry detergent, hand soap, coffee/tea, ,,,,,,,
 bagels, coffee/tea, shampoo, shampoo, waffles, toilet paper, toilet paper, juice, eggs, all- purpose, ketchup, sugar, shampoo, sugar, ,,,,,
 eggs, waffles, waffles, vegetables, milk, butter, pork, cheeses, eggs, mixes, vegetables, ,,,,,,,,
 cereals, fruits, butter, individual meals, ketchup, pork, coffee/tea, soda, ,,,,,,,,,,,
 pork, sandwich bags, sandwich loaves, beef, cereals, hand soap, tortillas, beef, cereals, cereals, eggs, mixes, juice, paper towels, all- purpose, toilet paper, tortillas, ,,
 sandwich bags, beef, soda, sandwich loaves, milk, flour, laundry detergent, individual meals, lunch meat, beef, eggs, spaghetti sauce, ,,,,,,,
 paper towels, butter, dinner rolls, shampoo, ,,,,,,,,,,,,,,,
 ice cream, all- purpose, sandwich loaves, sandwich loaves, soap, butter, individual meals, lunch meat, coffee/tea, coffee/tea, dinner rolls, individual meals, ,,,,,,,
 butter, mixes, beef, spaghetti sauce, tortillas, individual meals, beef, coffee/tea, butter, pork, soda, ketchup, mixes, mixes, bagels, ,,,,
 coffee/tea, cheeses, sandwich bags, dinner rolls, waffles, vegetables, sandwich bags, dishwashing liquid/detergent, yogurt, ,,,,,,,,,,
 pork, vegetables, beef, mixes, ketchup, vegetables, ,,,,,,,,,,,,,
 sandwich bags, flour, sugar, beef, individual meals, cheeses, pasta, vegetables, fruits, dishwashing liquid/detergent, yogurt, spaghetti sauce, paper towels, spaghetti sauce, butter, mixes, sandwich loaves, hand soap, cheeses, tortillas
 sandwich bags, dishwashing liquid/detergent, mixes, tortillas, dinner rolls, shampoo, all- purpose, ,,,,,,,,,,,,
 sugar, dishwashing liquid/detergent, dinner rolls, toilet paper, spaghetti sauce, beef, beef, laundry detergent, milk, beef, individual meals, soap, sugar, ,,,,,,
 flour, cereals, dinner rolls, pasta, cheeses, vegetables, mixes, ice cream, lunch meat, laundry detergent, paper towels, eggs, sugar, ,,,,,,
 ice cream, pork, paper towels, pasta, soap, butter, ,,,,,,,,,,,,,
 shampoo, spaghetti sauce, spaghetti sauce, dinner rolls, hand soap, cheeses, aluminum foil, flour, waffles, laundry detergent, paper towels, bagels, butter, individual meals, paper towels, eggs, vegetables, coffee/tea, paper towels, fruits
 cereals, toilet paper, vegetables, sugar, all- purpose, fruits, shampoo, tortillas, flour, laundry detergent, sugar, ,,,,,,,,
 cheeses, eggs, shampoo, pork, pork, shampoo, shampoo, ketchup, waffles, sandwich bags, ,,,,,,,,,
 spaghetti sauce, sandwich bags, cereals, beef, lunch meat, lunch meat, soap, dishwashing liquid/detergent, poultry, dinner rolls, cereals, vegetables, ,,,,,,,
 cheeses, pasta, laundry detergent, pork, laundry detergent, all- purpose, toilet paper, pork, all- purpose, vegetables, sandwich bags, ,,,,,,,,
 individual meals, butter, dishwashing liquid/detergent, lunch meat, cheeses, ,,,,,,,,,,,,,,
 ketchup, flour, vegetables, cereals, cereals, bagels, lunch meat, hand soap, coffee/tea, sandwich bags, sandwich bags, all- purpose, eggs, coffee/tea, bagels, dinner rolls, ,,,
 bagels, beef, vegetables, tortillas, dinner rolls, toilet paper, aluminum foil, vegetables, fruits, vegetables, pork, cheeses, coffee/tea, milk, sugar, poultry, toilet paper, spaghetti sauce, lunch meat, 
 individual meals, individual meals, poultry, fruits, soda, dishwashing liquid/detergent, cereals, aluminum foil, aluminum foil, pork, ice cream, vegetables, lunch meat, ,,,,,,
 sugar, beef, sugar, soap, waffles, paper towels, waffles, cheeses, sandwich bags, paper towels, cheeses, fruits, sandwich loaves, aluminum foil, ice cream, coffee/tea, vegetables, ,,
 butter, coffee/tea, hand soap, spaghetti sauce, ,,,,,,,,,,,,,,,
 bagels, cereals, milk, bagels, sandwich bags, flour, sandwich bags, mixes, shampoo, yogurt, tortillas, spaghetti sauce, toilet paper, hand soap, beef, lunch meat, yogurt, butter, dinner rolls, lunch meat
 bagels, bagels, fruits, coffee/tea, coffee/tea, spaghetti sauce, cereals, soda, cheeses, fruits, beef, toilet paper, ,,,,,,,
 bagels, waffles, ketchup, sandwich loaves, spaghetti sauce, sandwich bags, soda, milk, sandwich bags, yogurt, cereals, toilet paper, ice cream, juice, fruits, poultry, ,,,
 sugar, shampoo, yogurt, vegetables, flour, hand soap, juice, yogurt, pasta, poultry, vegetables, shampoo, sugar, dinner rolls, waffles, beef, beef, spaghetti sauce, ,
 pork, individual meals, aluminum foil, individual meals, cereals, aluminum foil, ice cream, ice cream, dinner rolls, fruits, poultry, laundry detergent, spaghetti sauce, poultry, coffee/tea, individual meals, dinner rolls, ice cream, ,
 pork, shampoo, waffles, vegetables, vegetables, dinner rolls, spaghetti sauce, fruits, juice, sandwich loaves, butter, butter, lunch meat, beef, vegetables, waffles, yogurt, ,,
 milk, ice cream, flour, sandwich loaves, shampoo, sandwich bags, flour, bagels, butter, ketchup, lunch meat, vegetables, individual meals, cheeses, ,,,,,
 cereals, hand soap, cheeses, pasta, milk, vegetables, mixes, ,,,,,,,,,,,,
 butter, eggs, hand soap, beef, vegetables, cereals, vegetables, vegetables, coffee/tea, yogurt, vegetables, individual meals, mixes, toilet paper, laundry detergent, ,,,,
 poultry, cheeses, tortillas, all- purpose, all- purpose, bagels, cereals, sandwich bags, milk, flour, ,,,,,,,,,
 ice cream, poultry, cereals, flour, eggs, ice cream, ,,,,,,,,,,,,,
 shampoo, individual meals, pork, aluminum foil, tortillas, aluminum foil, sugar, soda, aluminum foil, poultry, juice, fruits, ,,,,,,,
 poultry, soap, flour, yogurt, milk, laundry detergent, cereals, soap, coffee/tea, sugar, soap, poultry, soda, pasta, cereals, toilet paper, ,,,
 flour, hand soap, butter, yogurt, fruits, vegetables, cheeses, sandwich bags, sandwich loaves, butter, sandwich bags, tortillas, individual meals, soda, aluminum foil, waffles, sugar, dinner rolls, tortillas, tortillas
 soda, fruits, beef, lunch meat, sandwich bags, vegetables, ,,,,,,,,,,,,,
 sugar, dinner rolls, spaghetti sauce, tortillas, tortillas, mixes, lunch meat, beef, bagels, all- purpose, tortillas, pork, toilet paper, vegetables, individual meals, poultry, soap, shampoo, waffles, fruits
 mixes, beef, lunch meat, paper towels, ,,,,,,,,,,,,,,,
 soda, juice, pasta, ice cream, hand soap, milk, vegetables, sugar, ,,,,,,,,,,,
 waffles, lunch meat, poultry, coffee/tea, dinner rolls, lunch meat, poultry, vegetables, dishwashing liquid/detergent, laundry detergent, mixes, toilet paper, ice cream, ,,,,,,
 cereals, sandwich bags, toilet paper, sugar, sandwich loaves, ketchup, sugar, soda, butter, milk, sandwich loaves, shampoo, sandwich bags, milk, fruits, cheeses, spaghetti sauce, paper towels, ,
 shampoo, sandwich bags, hand soap, flour, mixes, soap, eggs, coffee/tea, ice cream, pasta, ,,,,,,,,,
 vegetables, mixes, shampoo, vegetables, aluminum foil, fruits, vegetables, waffles, ,,,,,,,,,,,
 dishwashing liquid/detergent, fruits, individual meals, mixes, laundry detergent, yogurt, ,,,,,,,,,,,,,
 aluminum foil, fruits, individual meals, vegetables, laundry detergent, juice, all- purpose, vegetables, sugar, spaghetti sauce, lunch meat, ice cream, pasta, ,,,,,,
 vegetables, butter, toilet paper, ketchup, waffles, soap, aluminum foil, coffee/tea, mixes, vegetables, pasta, flour, ,,,,,,,
 mixes, cheeses, tortillas, ice cream, vegetables, dishwashing liquid/detergent, vegetables, beef, flour, vegetables, hand soap, paper towels, hand soap, sugar, aluminum foil, ketchup, laundry detergent, bagels, hand soap, dinner rolls
 bagels, mixes, vegetables, fruits, vegetables, paper towels, milk, spaghetti sauce, yogurt, ,,,,,,,,,,
 vegetables, hand soap, milk, mixes, tortillas, flour, lunch meat, sandwich bags, butter, hand soap, ,,,,,,,,,
 poultry, individual meals, laundry detergent, shampoo, all- purpose, vegetables, fruits, dinner rolls, beef, shampoo, milk, mixes, cereals, ice cream, fruits, ,,,,
 pork, hand soap, bagels, lunch meat, ,,,,,,,,,,,,,,,
 pasta, spaghetti sauce, waffles, beef, butter, ice cream, sandwich loaves, tortillas, beef, butter, all- purpose, vegetables, cereals, fruits, coffee/tea, cereals, coffee/tea, soap, ,
 shampoo, juice, vegetables, vegetables, laundry detergent, ice cream, sandwich bags, beef, lunch meat, spaghetti sauce, ,,,,,,,,,
 sugar, soda, sandwich bags, milk, ice cream, milk, soda, eggs, cereals, poultry, beef, ,,,,,,,,
 hand soap, beef, cereals, mixes, milk, dinner rolls, mixes, dishwashing liquid/detergent, ,,,,,,,,,,,
 cereals, individual meals, dishwashing liquid/detergent, ice cream, spaghetti sauce, ketchup, individual meals, cheeses, ,,,,,,,,,,,
 yogurt, poultry, pasta, vegetables, bagels, pork, mixes, coffee/tea, cheeses, flour, dinner rolls, juice, spaghetti sauce, ketchup, shampoo, dishwashing liquid/detergent, laundry detergent, cereals, ,
 pasta, dishwashing liquid/detergent, cereals, paper towels, shampoo, flour, hand soap, dinner rolls, cereals, paper towels, soap, vegetables, fruits, tortillas, toilet paper, toilet paper, cheeses, flour, mixes, eggs
 tortillas, dishwashing liquid/detergent, vegetables, bagels, shampoo, butter, juice, bagels, vegetables, flour, dinner rolls, individual meals, bagels, shampoo, flour, dishwashing liquid/detergent, soda, soda, aluminum foil, vegetables
 paper towels, paper towels, soap, ice cream, coffee/tea, flour, sandwich bags, spaghetti sauce, lunch meat, hand soap, toilet paper, toilet paper, ,,,,,,,
 individual meals, dishwashing liquid/detergent, lunch meat, yogurt, cereals, cereals, vegetables, hand soap, hand soap, spaghetti sauce, beef, sugar, vegetables, tortillas, ,,,,,
 aluminum foil, aluminum foil, aluminum foil, eggs, tortillas, dishwashing liquid/detergent, pasta, shampoo, vegetables, bagels, sandwich loaves, pork, toilet paper, all- purpose, ,,,,,
 soap, ketchup, soda, soap, pork, individual meals, flour, yogurt, coffee/tea, ketchup, dinner rolls, beef, waffles, aluminum foil, soda, shampoo, beef, flour, beef, 
 beef, yogurt, ketchup, lunch meat, lunch meat, vegetables, mixes, sandwich bags, fruits, yogurt, fruits, ,,,,,,,,
 sandwich bags, flour, lunch meat, beef, aluminum foil, toilet paper, mixes, dinner rolls, soap, ice cream, sandwich loaves, vegetables, toilet paper, sandwich loaves, paper towels, lunch meat, ,,,
 fruits, eggs, mixes, mixes, dishwashing liquid/detergent, lunch meat, soda, fruits, spaghetti sauce, ice cream, pasta, ketchup, pasta, ,,,,,,
 soap, aluminum foil, milk, butter, vegetables, cereals, milk, mixes, toilet paper, milk, milk, butter, juice, ,,,,,,
 aluminum foil, soda, paper towels, vegetables, aluminum foil, yogurt, vegetables, individual meals, lunch meat, flour, vegetables, eggs, ,,,,,,,
 sugar, vegetables, paper towels, pasta, dinner rolls, soap, aluminum foil, ketchup, spaghetti sauce, vegetables, vegetables, yogurt, vegetables, lunch meat, sugar, tortillas, ice cream, ,,
 ketchup, flour, spaghetti sauce, flour, bagels, pasta, cheeses, sandwich loaves, dinner rolls, tortillas, soda, soda, individual meals, toilet paper, cheeses, ketchup, cheeses, milk, vegetables, poultry
 spaghetti sauce, vegetables, flour, milk, butter, butter, hand soap, toilet paper, ice cream, spaghetti sauce, mixes, juice, pasta, tortillas, sandwich bags, mixes, waffles, flour, cheeses, cheeses
 butter, spaghetti sauce, eggs, toilet paper, tortillas, flour, all- purpose, ,,,,,,,,,,,,
 mixes, dinner rolls, cereals, ice cream, toilet paper, eggs, sandwich bags, yogurt, soda, sandwich bags, hand soap, dishwashing liquid/detergent, soda, waffles, spaghetti sauce, butter, pork, flour, tortillas, pasta
 spaghetti sauce, all- purpose, dinner rolls, yogurt, pasta, vegetables, beef, pork, aluminum foil, soda, ketchup, ,,,,,,,,
 yogurt, hand soap, vegetables, coffee/tea, dinner rolls, individual meals, dinner rolls, eggs, flour, pork, tortillas, all- purpose, coffee/tea, cheeses, pork, ketchup, yogurt, poultry, pork, 
 bagels, tortillas, vegetables, vegetables, waffles, coffee/tea, hand soap, lunch meat, pork, mixes, vegetables, tortillas, aluminum foil, ,,,,,,
 vegetables, vegetables, sandwich bags, sugar, ,,,,,,,,,,,,,,,
 spaghetti sauce, laundry detergent, beef, sugar, sandwich loaves, pasta, ,,,,,,,,,,,,,
 vegetables, shampoo, ice cream, coffee/tea, bagels, vegetables, sandwich loaves, toilet paper, all- purpose, mixes, ,,,,,,,,,
 spaghetti sauce, tortillas, bagels, vegetables, vegetables, vegetables, pork, toilet paper, tortillas, lunch meat, butter, paper towels, bagels, tortillas, pork, juice, sandwich bags, ,,
 mixes, shampoo, ketchup, all- purpose, sugar, dinner rolls, soap, pork, cereals, dishwashing liquid/detergent, sandwich loaves, hand soap, vegetables, ,,,,,,
 shampoo, ice cream, lunch meat, soap, ice cream, poultry, ,,,,,,,,,,,,,
 fruits, flour, coffee/tea, laundry detergent, vegetables, mixes, dinner rolls, yogurt, bagels, laundry detergent, beef, shampoo, sugar, ketchup, ice cream, sandwich loaves, toilet paper, soda, sandwich bags, 
 vegetables, sugar, sandwich bags, ice cream, cereals, laundry detergent, butter, waffles, soap, laundry detergent, soap, sugar, ,,,,,,,
 cereals, lunch meat, sugar, cereals, juice, cereals, poultry, ketchup, dinner rolls, vegetables, toilet paper, cereals, mixes, waffles, tortillas, laundry detergent, waffles, flour, juice, mixes
 individual meals, sandwich loaves, toilet paper, waffles, toilet paper, vegetables, ice cream, ice cream, sugar, vegetables, cheeses, dinner rolls, vegetables, shampoo, soap, butter, fruits, hand soap, butter, butter
 bagels, toilet paper, lunch meat, bagels, eggs, sandwich bags, dishwashing liquid/detergent, mixes, laundry detergent, pasta, individual meals, cheeses, cereals, tortillas, pork, toilet paper, coffee/tea, vegetables, tortillas, ice cream
 vegetables, individual meals, waffles, lunch meat, cereals, soda, yogurt, hand soap, cheeses, coffee/tea, ,,,,,,,,,
 dishwashing liquid/detergent, laundry detergent, mixes, ice cream, aluminum foil, fruits, hand soap, waffles, ,,,,,,,,,,,
 shampoo, ice cream, dishwashing liquid/detergent, milk, ice cream, vegetables, beef, milk, beef, waffles, ketchup, mixes, all- purpose, laundry detergent, bagels, yogurt, aluminum foil, laundry detergent, cereals, 
 dishwashing liquid/detergent, lunch meat, ketchup, pasta, waffles, fruits, coffee/tea, spaghetti sauce, toilet paper, beef, dinner rolls, ,,,,,,,,
 vegetables, vegetables, cheeses, fruits, hand soap, shampoo, dishwashing liquid/detergent, laundry detergent, sandwich loaves, ice cream, poultry, butter, ,,,,,,,
 pork, dinner rolls, dishwashing liquid/detergent, fruits, cereals, flour, dishwashing liquid/detergent, beef, lunch meat, ,,,,,,,,,,
 vegetables, fruits, all- purpose, flour, eggs, ketchup, laundry detergent, soap, fruits, sugar, bagels, sandwich bags, soap, fruits, eggs, dishwashing liquid/detergent, fruits, yogurt, all- purpose, toilet paper
 lunch meat, pork, pork, vegetables, vegetables, cereals, soap, soap, dinner rolls, cheeses, lunch meat, soda, sugar, sandwich bags, fruits, butter, spaghetti sauce, waffles, vegetables, paper towels
 cheeses, toilet paper, juice, vegetables, ice cream, bagels, lunch meat, ,,,,,,,,,,,,
 all- purpose, individual meals, yogurt, beef, coffee/tea, vegetables, juice, ice cream, poultry, aluminum foil, vegetables, spaghetti sauce, milk, vegetables, sugar, ,,,,
 beef, ketchup, shampoo, juice, ,,,,,,,,,,,,,,,
 bagels, waffles, laundry detergent, all- purpose, vegetables, waffles, aluminum foil, dishwashing liquid/detergent, ,,,,,,,,,,,
 soap, pasta, spaghetti sauce, coffee/tea, vegetables, pork, soda, juice, butter, vegetables, spaghetti sauce, cereals, bagels, shampoo, waffles, vegetables, lunch meat, shampoo, cheeses, pork
 tortillas, tortillas, vegetables, eggs, bagels, shampoo, ice cream, cereals, ,,,,,,,,,,,
 laundry detergent, butter, pasta, butter, fruits, coffee/tea, pasta, sandwich loaves, vegetables, ketchup, ,,,,,,,,,
 vegetables, vegetables, coffee/tea, mixes, flour, milk, individual meals, aluminum foil, butter, ketchup, sugar, coffee/tea, cereals, juice, tortillas, toilet paper, dinner rolls, waffles, soap, sandwich loaves
 eggs, pork, dinner rolls, beef, sandwich loaves, sugar, vegetables, vegetables, ,,,,,,,,,,,
 toilet paper, milk, laundry detergent, yogurt, juice, ice cream, soap, shampoo, pasta, cereals, cereals, dinner rolls, flour, vegetables, butter, vegetables, pork, soap, hand soap, ketchup
 sugar, aluminum foil, dishwashing liquid/detergent, lunch meat, beef, shampoo, ice cream, spaghetti sauce, bagels, waffles, vegetables, fruits, beef, ,,,,,,
 juice, coffee/tea, soda, ice cream, tortillas, sandwich bags, bagels, coffee/tea, ,,,,,,,,,,,
 ice cream, ice cream, dinner rolls, eggs, tortillas, pasta, all- purpose, fruits, cheeses, cheeses, flour, poultry, cheeses, pasta, soap, eggs, all- purpose, ,,
 coffee/tea, ice cream, juice, soda, soap, spaghetti sauce, ,,,,,,,,,,,,,
 ketchup, dishwashing liquid/detergent, shampoo, yogurt, individual meals, toilet paper, flour, eggs, waffles, shampoo, vegetables, butter, fruits, eggs, cheeses, shampoo, laundry detergent, sandwich loaves, eggs, pasta
 soda, sandwich loaves, vegetables, shampoo, mixes, butter, poultry, eggs, vegetables, juice, spaghetti sauce, yogurt, coffee/tea, hand soap, ,,,,,
 ketchup, spaghetti sauce, all- purpose, lunch meat, cereals, tortillas, vegetables, fruits, beef, fruits, juice, vegetables, paper towels, ice cream, cereals, beef, vegetables, eggs, ,
 yogurt, dinner rolls, fruits, soap, waffles, milk, pasta, hand soap, cheeses, laundry detergent, cheeses, soda, vegetables, all- purpose, cheeses, ,,,,
 cereals, soap, pasta, pasta, flour, dishwashing liquid/detergent, butter, yogurt, flour, cereals, paper towels, paper towels, vegetables, ,,,,,,
 pork, tortillas, aluminum foil, hand soap, soda, shampoo, yogurt, vegetables, soda, sandwich loaves, flour, butter, milk, ,,,,,,
 hand soap, pork, soap, soap, paper towels, vegetables, flour, soda, ketchup, cheeses, milk, laundry detergent, sandwich loaves, tortillas, ketchup, paper towels, mixes, hand soap, individual meals, vegetables
 waffles, tortillas, sandwich loaves, mixes, ketchup, butter, eggs, all- purpose, vegetables, laundry detergent, soap, toilet paper, dinner rolls, soda, toilet paper, spaghetti sauce, hand soap, flour, coffee/tea, flour
 fruits, cereals, yogurt, vegetables, flour, ice cream, sugar, cheeses, dinner rolls, vegetables, paper towels, pasta, ketchup, spaghetti sauce, yogurt, dinner rolls, eggs, vegetables, spaghetti sauce, 
 aluminum foil, vegetables, juice, laundry detergent, beef, beef, ketchup, butter, mixes, ice cream, dishwashing liquid/detergent, lunch meat, bagels, aluminum foil, paper towels, butter, eggs, bagels, eggs, cheeses
 dishwashing liquid/detergent, beef, pork, hand soap, flour, fruits, sandwich bags, hand soap, poultry, spaghetti sauce, soda, all- purpose, lunch meat, mixes, flour, ,,,,
 waffles, toilet paper, butter, shampoo, poultry, ,,,,,,,,,,,,,,
 soda, fruits, butter, coffee/tea, butter, ,,,,,,,,,,,,,,
 individual meals, ice cream, paper towels, spaghetti sauce, toilet paper, butter, hand soap, aluminum foil, ice cream, milk, dinner rolls, pasta, juice, waffles, hand soap, ,,,,
 vegetables, coffee/tea, sugar, waffles, lunch meat, milk, vegetables, ,,,,,,,,,,,,
 tortillas, mixes, soda, flour, poultry, sandwich bags, dishwashing liquid/detergent, bagels, dinner rolls, individual meals, toilet paper, waffles, butter, milk, cereals, pork, cheeses, eggs, soap, flour
 soap, all- purpose, spaghetti sauce, shampoo, butter, soap, yogurt, eggs, ,,,,,,,,,,,
 toilet paper, vegetables, all- purpose, cheeses, sugar, ice cream, toilet paper, tortillas, sandwich loaves, poultry, yogurt, vegetables, ,,,,,,,
 milk, individual meals, paper towels, tortillas, butter, eggs, cereals, vegetables, pork, poultry, cereals, sandwich bags, laundry detergent, vegetables, ,,,,,
 vegetables, soap, cheeses, soda, lunch meat, pasta, coffee/tea, ,,,,,,,,,,,,
 dishwashing liquid/detergent, sandwich loaves, coffee/tea, bagels, pork, cheeses, soap, butter, poultry, toilet paper, bagels, ketchup, cheeses, waffles, soap, bagels, aluminum foil, cereals, ,
 ketchup, pasta, spaghetti sauce, lunch meat, vegetables, butter, individual meals, bagels, mixes, vegetables, soap, ,,,,,,,,
 ketchup, juice, vegetables, eggs, coffee/tea, pork, waffles, bagels, dinner rolls, aluminum foil, yogurt, cheeses, vegetables, all- purpose, dishwashing liquid/detergent, ,,,,
 coffee/tea, fruits, milk, mixes, cereals, individual meals, soap, coffee/tea, mixes, bagels, coffee/tea, mixes, ,,,,,,,
 butter, eggs, aluminum foil, fruits, individual meals, lunch meat, cereals, ,,,,,,,,,,,,
 milk, soap, aluminum foil, flour, pork, ice cream, poultry, vegetables, pasta, sugar, soda, ,,,,,,,,
 lunch meat, vegetables, mixes, soap, vegetables, ketchup, flour, yogurt, vegetables, soap, eggs, cheeses, butter, soda, individual meals, ketchup, vegetables, lunch meat, aluminum foil, yogurt
 aluminum foil, all- purpose, dinner rolls, butter, soap, dinner rolls, flour, vegetables, spaghetti sauce, pasta, pasta, individual meals, juice, laundry detergent, paper towels, butter, vegetables, coffee/tea, poultry, eggs
 coffee/tea, ketchup, dishwashing liquid/detergent, milk, toilet paper, shampoo, cereals, soap, waffles, flour, toilet paper, dishwashing liquid/detergent, all- purpose, hand soap, hand soap, ,,,,
 pasta, all- purpose, butter, dishwashing liquid/detergent, flour, ketchup, sandwich bags, tortillas, fruits, poultry, flour, pork, ,,,,,,,
 cereals, waffles, sugar, pork, pasta, ice cream, vegetables, sugar, yogurt, soda, pasta, flour, all- purpose, laundry detergent, paper towels, waffles, coffee/tea, coffee/tea, butter, paper towels
 eggs, waffles, sandwich bags, vegetables, ice cream, all- purpose, coffee/tea, lunch meat, flour, mixes, ice cream, spaghetti sauce, aluminum foil, laundry detergent, ice cream, ketchup, juice, vegetables, soda, waffles
 vegetables, individual meals, shampoo, tortillas, vegetables, cheeses, vegetables, individual meals, ,,,,,,,,,,,
 sugar, all- purpose, ice cream, shampoo, shampoo, ice cream, poultry, laundry detergent, vegetables, individual meals, ,,,,,,,,,
 waffles, all- purpose, sugar, coffee/tea, individual meals, mixes, coffee/tea, tortillas, ,,,,,,,,,,,
 fruits, juice, poultry, beef, ketchup, laundry detergent, spaghetti sauce, beef, waffles, soda, soap, sugar, coffee/tea, all- purpose, juice, eggs, hand soap, ,,
 flour, hand soap, dishwashing liquid/detergent, sandwich bags, mixes, tortillas, hand soap, yogurt, pork, flour, coffee/tea, pasta, beef, poultry, pasta, all- purpose, soda, laundry detergent, individual meals, 
 spaghetti sauce, aluminum foil, eggs, ice cream, juice, cereals, sugar, mixes, paper towels, ,,,,,,,,,,
 soda, bagels, sandwich loaves, soap, aluminum foil, soda, vegetables, cereals, paper towels, aluminum foil, juice, individual meals, aluminum foil, shampoo, spaghetti sauce, tortillas, dishwashing liquid/detergent, toilet paper, sandwich bags, tortillas
 toilet paper, aluminum foil, coffee/tea, vegetables, ,,,,,,,,,,,,,,,
 vegetables, individual meals, toilet paper, cereals, sandwich loaves, eggs, fruits, cereals, coffee/tea, waffles, toilet paper, cereals, ,,,,,,,
 juice, sugar, fruits, laundry detergent, fruits, bagels, vegetables, all- purpose, coffee/tea, ice cream, pork, cheeses, milk, toilet paper, lunch meat, vegetables, hand soap, eggs, ketchup, eggs
 vegetables, poultry, vegetables, flour, poultry, pasta, cheeses, yogurt, pork, all- purpose, individual meals, all- purpose, lunch meat, coffee/tea, lunch meat, juice, mixes, juice, individual meals, dinner rolls
 vegetables, ice cream, flour, sandwich loaves, cereals, ketchup, sugar, pasta, cheeses, pasta, mixes, laundry detergent, sandwich loaves, eggs, ,,,,,
 poultry, vegetables, all- purpose, bagels, beef, ice cream, sandwich bags, yogurt, vegetables, juice, sandwich bags, ,,,,,,,,
 poultry, eggs, yogurt, sugar, juice, aluminum foil, vegetables, poultry, vegetables, waffles, mixes, vegetables, bagels, cheeses, ketchup, individual meals, vegetables, all- purpose, ,
 soap, lunch meat, vegetables, laundry detergent, milk, bagels, lunch meat, tortillas, pork, eggs, soda, sandwich bags, paper towels, tortillas, mixes, eggs, waffles, waffles, hand soap, 
 pork, yogurt, ice cream, lunch meat, vegetables, milk, cereals, spaghetti sauce, yogurt, toilet paper, all- purpose, sandwich bags, flour, poultry, poultry, ,,,,
 soda, ice cream, waffles, shampoo, lunch meat, fruits, pork, aluminum foil, pasta, pasta, coffee/tea, toilet paper, spaghetti sauce, beef, vegetables, pork, pasta, dishwashing liquid/detergent, ,
 soap, cereals, vegetables, coffee/tea, ice cream, beef, individual meals, poultry, dinner rolls, lunch meat, beef, pork, ,,,,,,,
 juice, hand soap, all- purpose, pasta, sandwich loaves, vegetables, soap, ,,,,,,,,,,,,
 yogurt, all- purpose, dishwashing liquid/detergent, vegetables, aluminum foil, vegetables, dinner rolls, poultry, tortillas, laundry detergent, fruits, individual meals, vegetables, pork, beef, lunch meat, ,,,
 all- purpose, laundry detergent, sandwich loaves, sugar, vegetables, spaghetti sauce, soda, beef, dishwashing liquid/detergent, vegetables, milk, flour, poultry, cereals, flour, vegetables, vegetables, lunch meat, cereals, lunch meat
 ketchup, yogurt, laundry detergent, lunch meat, pork, mixes, ketchup, shampoo, mixes, aluminum foil, pasta, mixes, soap, vegetables, bagels, hand soap, fruits, vegetables, poultry, pork
 beef, all- purpose, sugar, dishwashing liquid/detergent, butter, milk, ,,,,,,,,,,,,,
 bagels, paper towels, pork, shampoo, butter, ,,,,,,,,,,,,,,
 individual meals, bagels, dinner rolls, all- purpose, paper towels, soap, sandwich loaves, cheeses, individual meals, laundry detergent, ketchup, pasta, lunch meat, juice, paper towels, pasta, poultry, hand soap, waffles, ketchup
 all- purpose, ice cream, coffee/tea, all- purpose, toilet paper, individual meals, flour, juice, toilet paper, soap, pasta, paper towels, cheeses, lunch meat, sugar, ,,,,
 beef, cereals, paper towels, waffles, sandwich loaves, vegetables, coffee/tea, all- purpose, ,,,,,,,,,,,
 shampoo, paper towels, pasta, fruits, soda, paper towels, yogurt, butter, individual meals, individual meals, cereals, vegetables, sugar, paper towels, flour, butter, shampoo, poultry, vegetables, juice
 aluminum foil, ice cream, flour, aluminum foil, mixes, vegetables, ketchup, yogurt, fruits, ice cream, vegetables, sugar, beef, soap, pasta, toilet paper, aluminum foil, vegetables, paper towels, 
 soap, coffee/tea, vegetables, coffee/tea, yogurt, vegetables, juice, pork, individual meals, vegetables, pork, cheeses, vegetables, bagels, pasta, pork, pasta, eggs, all- purpose, 
 flour, hand soap, cheeses, soap, sandwich bags, all- purpose, mixes, ketchup, fruits, ,,,,,,,,,,
 beef, soap, fruits, cereals, paper towels, ketchup, eggs, pasta, poultry, cheeses, poultry, fruits, tortillas, sandwich loaves, individual meals, tortillas, mixes, ,,
 sandwich bags, cheeses, juice, laundry detergent, individual meals, lunch meat, waffles, vegetables, yogurt, waffles, ,,,,,,,,,
 toilet paper, dinner rolls, juice, vegetables, eggs, poultry, dishwashing liquid/detergent, sandwich loaves, all- purpose, waffles, sandwich loaves, soda, toilet paper, shampoo, ,,,,,
 dinner rolls, vegetables, milk, ice cream, vegetables, ice cream, ,,,,,,,,,,,,,
